RGIId,1976/1979-2000_percentDataCoverage,1976/1979-2000_volumeChange,1976/1979-2000_meanElevationChange,1976/1979-2000_geodeticMassBalance,1976/1979-2000_volumeChange_sigma,1976/1979-2000_meanElevationChange_sigma,1976/1979-2000_geodeticMassBalance_sigma,1976/1979-2000_timespan,1976/1979-2000_minYear,1976/1979-2000_maxYear,2000-2020_percentDataCoverage,2000-2020_volumeChange,2000-2020_meanElevationChange,2000-2020_geodeticMassBalance,2000-2020_volumeChange_sigma,2000-2020_meanElevationChange_sigma,2000-2020_geodeticMassBalance_sigma,2000-2020_timepsan,2000-2020_minYear,2000-2020_maxYear
RGI60-17.04900,63,-4473279.935,-0.663955236,-0.564361951,2153017.336,0.322996072,0.277421846,21-24,1976/1979,2000,74,6647602.567,1.027195088,0.873115825,2416074.087,0.380335762,0.329107757,20.09582675,2000.112254,2020.208081
RGI60-17.04901,88,-717947.7872,-0.051514076,-0.043786965,1727362.118,0.123994929,0.105441001,21-24,1976/1979,2000,91,2375456.189,0.170102368,0.144587013,2234147.686,0.160435023,0.136751158,20.09582675,2000.112254,2020.208081
RGI60-17.04902,76,-52783307.66,-0.977253159,-0.830665185,5497143.808,0.123021703,0.11988597,21-24,1976/1979,2000,94,-112386829.7,-2.127605337,-1.808464536,3630153.735,0.165411698,0.189906504,20.09582675,2000.112254,2020.208081
RGI60-17.04903,59,49156741.71,0.788151006,0.669928355,7320020.377,0.129924806,0.120134858,21-24,1976/1979,2000,92,-299748.7029,-0.004846131,-0.004119211,3227489.156,0.052180952,0.044354762,20.09582675,2000.112254,2020.208081
RGI60-17.04904,75,-22237566.46,-0.492277415,-0.418435803,4348251.797,0.102358729,0.091881823,21-24,1976/1979,2000,92,-35098427.52,-0.798048136,-0.678340916,5630558.82,0.139916957,0.128206772,20.09582675,2000.112254,2020.208081
RGI60-17.04905,49,-9936717.657,-0.473863468,-0.402783948,3959856.641,0.191787853,0.165480459,21-24,1976/1979,2000,95,-7460369.177,-0.365347795,-0.310545626,1124516.893,0.060832185,0.056162045,20.09582675,2000.112254,2020.208081
RGI60-17.04906,87,3105927.699,0.32824673,0.279009721,1567847.34,0.167314067,0.143574191,21-24,1976/1979,2000,89,-6280631.882,-0.670570345,-0.569984793,1397993.907,0.156611521,0.139067149,20.09582675,2000.112254,2020.208081
RGI60-17.04908,63,8909333.797,0.225898135,0.192013415,5184268.514,0.132415283,0.113366149,21-24,1976/1979,2000,94,-33783547.21,-0.861713,-0.73245605,2935183.176,0.096529433,0.096981354,20.09582675,2000.112254,2020.208081
RGI60-17.04909,85,-4134115.888,-0.582282882,-0.494940449,1234506.286,0.178686407,0.155849842,21-24,1976/1979,2000,94,88261.16372,0.012723034,0.010814579,996301.0587,0.143621735,0.122080862,20.09582675,2000.112254,2020.208081
RGI60-17.04910,48,2153110.774,0.170249532,0.144712102,3086175.024,0.244325011,0.207927329,21-24,1976/1979,2000,94,-10152329.95,-0.84089019,-0.714756662,1332898.74,0.125426695,0.117948347,20.09582675,2000.112254,2020.208081
RGI60-17.04911,76,2672159.889,0.509245857,0.432858978,1452582.757,0.279157595,0.239243116,21-24,1976/1979,2000,95,-1113455.079,-0.206761771,-0.175747505,1116845.472,0.207906043,0.17715504,20.09582675,2000.112254,2020.208081
RGI60-17.04915,83,7908443.177,0.220036109,0.187030693,3590450.594,0.101101264,0.08694427,21-24,1976/1979,2000,95,-10273687.78,-0.285454118,-0.242636,2520380.942,0.072880056,0.064272103,20.09582675,2000.112254,2020.208081
RGI60-17.04916,54,21579527.63,0.940518742,0.79944093,4373515.467,0.201883153,0.180641261,21-24,1976/1979,2000,93,-18520938.83,-0.798829805,-0.679005334,2118966.156,0.107440293,0.10313769,20.09582675,2000.112254,2020.208081
RGI60-17.04918,36,154139926.4,0.380773038,0.323657082,21652106.61,0.059881884,0.055791815,21-24,1976/1979,2000,92,-202224672.8,-0.496785201,-0.422267421,11993091.61,0.045847583,0.049062812,20.09582675,2000.112254,2020.208081
RGI60-17.04923,71,9663419.11,0.783610595,0.666069005,2777156.023,0.231918021,0.202659631,21-24,1976/1979,2000,83,-1562989.595,-0.129297306,-0.10990271,2258895.337,0.187089188,0.159214924,20.09582675,2000.112254,2020.208081
RGI60-17.04926,79,-665081.164,-0.035455721,-0.030137363,3116276.832,0.166148781,0.141242485,21-24,1976/1979,2000,80,-17854824.13,-0.973279346,-0.827287444,4746110.096,0.267712066,0.234928875,20.09582675,2000.112254,2020.208081
RGI60-17.04928,72,54344781.88,0.476008722,0.404607414,8327273.954,0.080330704,0.074013592,21-24,1976/1979,2000,95,-27057785.05,-0.237817867,-0.202145187,4872721.89,0.04601102,0.041631106,20.09582675,2000.112254,2020.208081
RGI60-17.04930,88,-813538.8273,-0.170801122,-0.145180953,1030760.119,0.216743125,0.184516465,21-24,1976/1979,2000,92,-134118.8354,-0.029916099,-0.025428684,656917.1229,0.146545131,0.124576294,20.09582675,2000.112254,2020.208081
RGI60-17.04931,61,-1411888.151,-0.107333537,-0.091233507,3519775.865,0.267685474,0.227623773,21-24,1976/1979,2000,91,-5832962.139,-0.455127402,-0.386858291,1630433.437,0.131225957,0.114836141,20.09582675,2000.112254,2020.208081
RGI60-17.04932,85,-867416.2219,-0.109373545,-0.092967513,1770578.306,0.22338826,0.189993389,21-24,1976/1979,2000,92,-3664572.799,-0.477266894,-0.40567686,1214208.115,0.161703778,0.140399545,20.09582675,2000.112254,2020.208081
RGI60-17.04933,76,-9547210.15,-0.44799598,-0.380796583,3606527.036,0.172179188,0.148800269,21-24,1976/1979,2000,83,-9355660.872,-0.46564456,-0.395797876,3544205.949,0.179447364,0.155067887,20.09582675,2000.112254,2020.208081
RGI60-17.04934,88,-79009.62797,-0.01254542,-0.010663607,1616792.431,0.256721395,0.218214484,21-24,1976/1979,2000,24,11023600.17,1.752705019,1.489799266,3093464.521,0.507221738,0.443778657,20.09582675,2000.112254,2020.208081
RGI60-17.04935,75,-25103397.63,-0.565844053,-0.480967445,6405474.04,0.149824367,0.13179852,21-24,1976/1979,2000,91,-45788812.11,-1.061543097,-0.902311633,3429142.866,0.109428868,0.11273176,20.09582675,2000.112254,2020.208081
RGI60-17.04936,37,212271337.5,0.463487908,0.393964722,25981741.03,0.065516681,0.062246609,21-24,1976/1979,2000,89,-224599085.6,-0.484106871,-0.411490841,9711950.39,0.040124861,0.044798686,20.09582675,2000.112254,2020.208081
RGI60-17.04938,85,6082105.393,1.495003401,1.270752891,1558488.092,0.397400279,0.349497312,21-24,1976/1979,2000,0,nan,nan,nan,nan,nan,nan,19.80768257,2000.112254,2019.919937
RGI60-17.04939,83,-20880131.75,-0.753950578,-0.640857992,4871595.915,0.183826004,0.16266871,21-24,1976/1979,2000,93,902016.1975,0.033723016,0.028664564,4089360.097,0.152904497,0.129984572,20.09582675,2000.112254,2020.208081
RGI60-17.04946,89,225474.1082,0.019278194,0.016386465,2174928.318,0.185962886,0.158072685,21-24,1976/1979,2000,89,-9729876.697,-0.834871826,-0.709641052,3275424.073,0.287180874,0.249190443,20.09582675,2000.112254,2020.208081
RGI60-17.04951,75,-12013568.05,-0.236773633,-0.201257588,5694813.477,0.113480097,0.097498636,21-24,1976/1979,2000,93,-41948571.79,-0.787722324,-0.669563976,3618462.509,0.087861186,0.088381138,20.09582675,2000.112254,2020.208081
RGI60-17.04959,92,1248330.852,0.118506516,0.100730538,1692025.903,0.160845871,0.136903762,21-24,1976/1979,2000,92,-9422895.399,-0.871544427,-0.740812763,1517071.481,0.153255314,0.140371004,20.09582675,2000.112254,2020.208081
RGI60-17.04962,92,5206898.509,1.021968934,0.868673594,1147118.012,0.236460133,0.210136483,21-24,1976/1979,2000,0,nan,nan,nan,nan,nan,nan,20.09582675,2000.112254,2020.208081
RGI60-17.04963,70,2673138.097,0.071047456,0.060390337,6631418.764,0.176323396,0.149935497,21-24,1976/1979,2000,89,-37031877.69,-0.968968496,-0.823623222,7803127.155,0.215364665,0.192070275,20.09582675,2000.112254,2020.208081
RGI60-17.04965,92,-320984.526,-0.119723642,-0.101765096,1627163.036,0.606972674,0.515976779,21-24,1976/1979,2000,0,nan,nan,nan,nan,nan,nan,19.80768257,2000.112254,2019.919937
RGI60-17.04967,36,89626536.02,0.54831757,0.466069934,14123562.7,0.094705438,0.086962848,21-24,1976/1979,2000,41,187972969.1,1.145660831,0.973811707,17749219.34,0.135149049,0.133872304,20.09582675,2000.112254,2020.208081
RGI60-17.04969,86,-8472861.333,-1.236633457,-1.051138439,3247728.217,0.482011474,0.416374142,21-24,1976/1979,2000,43,-1516217.585,-0.220212622,-0.187180728,3660272.698,0.531839199,0.452256367,20.09582675,2000.112254,2020.208081
RGI60-17.04971,81,-39537587.01,-0.418104017,-0.355388414,15395722.31,0.16546999,0.142869167,21-24,1976/1979,2000,90,-17898798.39,-0.181918668,-0.154630868,5066219.553,0.053074191,0.046414742,20.09582675,2000.112254,2020.208081
RGI60-17.04973,91,497078.8388,0.102844139,0.087417518,5265984.162,1.089540794,0.926130232,21-24,1976/1979,2000,0,nan,nan,nan,nan,nan,nan,19.80768257,2000.112254,2019.919937
RGI60-17.04982,80,29407765.3,0.488497398,0.415222788,13361521.74,0.224622313,0.193165569,21-24,1976/1979,2000,64,2433176.118,0.039742507,0.033781131,5595852.992,0.091443575,0.077763607,20.09582675,2000.112254,2020.208081
RGI60-17.04985,91,-24974719.89,-5.751673659,-4.88892261,3517469.153,0.906436022,0.844227028,21-24,1976/1979,2000,0,nan,nan,nan,nan,nan,nan,19.80768257,2000.112254,2019.919937
RGI60-17.04991,91,-20655902.23,-1.503457734,-1.277939074,4067037.382,0.314534002,0.282162179,21-24,1976/1979,2000,93,-2034298.991,-0.145823102,-0.123949636,1650788.444,0.118780612,0.101341917,20.09582675,2000.112254,2020.208081
RGI60-17.04992,83,-7786441.859,-1.695774066,-1.441407956,4252134.91,0.933784207,0.800211436,21-24,1976/1979,2000,18,-1483841.589,-0.322222426,-0.273889062,3026516.575,0.657615631,0.55930753,19.80768257,2000.112254,2019.919937
RGI60-17.04993,85,-44675281.21,-2.498825047,-2.12400129,7607664.152,0.460747033,0.419352849,21-24,1976/1979,2000,62,-27162786.94,-1.517019345,-1.289466443,3835300.158,0.239561297,0.223044499,20.09582675,2000.112254,2020.208081
RGI60-17.04994,87,-3926141.011,-1.26372213,-1.074163811,1319445.45,0.433994012,0.376606733,21-24,1976/1979,2000,77,-475790.7443,-0.147478619,-0.125356827,1018690.857,0.315931011,0.268687107,20.09582675,2000.112254,2020.208081
RGI60-17.04995,91,-128402763.7,-8.979303831,-7.632408256,4632997.017,0.712822483,0.810786138,21-24,1976/1979,2000,60,2053764.104,0.143765378,0.122200572,3578245.968,0.250686895,0.213258384,20.09582675,2000.112254,2020.208081
RGI60-17.04997,45,-241201253.1,-1.142099778,-0.970784811,42353897.63,0.216197534,0.196128665,21-24,1976/1979,2000,80,-92259848.05,-0.429943351,-0.365451848,9228739.994,0.052667577,0.051668059,20.09582675,2000.112254,2020.208081
RGI60-17.05004,88,-4161432.702,-0.820304722,-0.697259014,3302446.465,0.653559782,0.557701865,21-24,1976/1979,2000,23,2735925.486,0.548009069,0.465807709,2848539.91,0.57188155,0.487210095,19.80768257,2000.112254,2019.919937
RGI60-17.05012,87,-4546343.833,-0.428799177,-0.3644793,4394442.807,0.415579846,0.354178559,21-24,1976/1979,2000,39,-18830682.71,-1.78030614,-1.513260219,3951726.766,0.394246828,0.351722539,19.80768257,2000.112254,2019.919937
RGI60-17.05014,82,-1344469.512,-0.411138218,-0.349467485,1878824.642,0.575278841,0.489608849,21-24,1976/1979,2000,16,7084284.768,2.151017493,1.828364869,3423550.151,1.050569032,0.902261936,18.71185582,2000.112254,2018.82411
RGI60-17.05022,86,-1318360.424,-0.156731163,-0.133221489,2288454.483,0.272284882,0.231633118,21-24,1976/1979,2000,55,-37079.94585,-0.004352472,-0.003699601,4225766.733,0.496023797,0.421620308,20.09582675,2000.112254,2020.208081
RGI60-17.05023,70,-9459454.755,-1.288972854,-1.095626926,2708222.187,0.380122038,0.332230712,21-24,1976/1979,2000,96,-6847333.279,-0.956572945,-0.813087003,788691.3788,0.129290133,0.12398137,20.09582675,2000.112254,2020.208081
RGI60-17.05024,89,-1262545.686,-0.107808091,-0.091636877,2384755.857,0.203775737,0.173330117,21-24,1976/1979,2000,94,-6765464.677,-0.588905557,-0.500569724,1144973.553,0.108015891,0.098378022,20.13963326,2000.112254,2020.251887
RGI60-17.05027,95,-2097992.028,-0.97120969,-0.825528237,698344.2443,0.330493795,0.286899959,21-24,1976/1979,2000,4,2453073.152,1.161121859,0.98695358,1717839.994,0.817247905,0.698145436,19.80768257,2000.112254,2019.919937
RGI60-17.05028,93,-10039089.45,-1.160237286,-0.986201693,2276221.605,0.275563442,0.24435493,21-24,1976/1979,2000,77,-8673050.314,-0.982389753,-0.83503129,3182464.937,0.367107835,0.317559947,19.80768257,2000.112254,2019.919937
RGI60-17.05031,71,-459485155.9,-2.724733982,-2.316023884,13953338.28,0.209782422,0.241915876,21-24,1976/1979,2000,67,-566601767.3,-3.804460438,-3.233791372,21599941.57,0.306625072,0.346460373,20.09582675,2000.112254,2020.208081
RGI60-17.05032,89,-636124.9657,-0.134194974,-0.114065728,1029966.308,0.21748564,0.185038057,21-24,1976/1979,2000,91,-2460169.504,-0.495473385,-0.421152377,682273.8932,0.141805618,0.124146728,20.13963326,2000.112254,2020.251887
RGI60-17.05037,79,4055616.32,0.061686054,0.052433146,6107807.382,0.09300229,0.079138542,21-24,1976/1979,2000,36,12220068.54,0.186679033,0.158677178,9851172.31,0.151068847,0.1288961,20.09582675,2000.112254,2020.208081
RGI60-17.05044,71,41696855.11,1.317681835,1.12002956,4242580.04,0.163329134,0.159763359,21-24,1976/1979,2000,26,37214756.82,1.087074542,0.92401336,7496387.674,0.232083594,0.207774159,19.80768257,2000.112254,2019.919937
RGI60-17.05047,94,-2545847.327,-0.446534517,-0.37955434,1091558.432,0.194042473,0.167097974,21-24,1976/1979,2000,79,318022.0468,0.054458164,0.046289439,2222765.612,0.380646342,0.323565889,19.80768257,2000.112254,2019.919937
RGI60-17.05059,87,-124610.1478,-0.025725178,-0.021866401,1059706.411,0.218778956,0.185968518,21-24,1976/1979,2000,20,-1372245.629,-0.271111998,-0.230445198,2303448.621,0.455491626,0.387509452,19.80768257,2000.112254,2019.919937
RGI60-17.05062,88,3523124.185,0.930254196,0.790716066,2429792.694,0.644931599,0.551026004,21-24,1976/1979,2000,27,-3549167.39,-0.929910196,-0.790423667,2104471.116,0.555295141,0.475287134,19.80768257,2000.112254,2019.919937
RGI60-17.05076,38,-1321955328,-1.392561293,-1.183677099,32614476.97,0.104291053,0.121817805,21-24,1976/1979,2000,84,-2460321414,-2.596106526,-2.206690547,20333120.26,0.184823061,0.221231674,20.09582675,2000.112254,2020.208081
RGI60-17.05077,87,2675656.016,0.484997217,0.412247634,1411064.881,0.258062665,0.221275067,21-24,1976/1979,2000,96,-3990269.99,-0.734510509,-0.624333933,764313.5628,0.149975576,0.134882086,20.13963326,2000.112254,2020.251887
RGI60-17.05078,77,-687210.4454,-0.040062545,-0.034053163,2828822.187,0.164937155,0.140217187,21-24,1976/1979,2000,95,-16358307.57,-0.958024808,-0.814321087,1548820.655,0.113211413,0.112090485,20.13963326,2000.112254,2020.251887
RGI60-17.05090,87,1956028.433,0.078136921,0.066416383,3799666.014,0.151884724,0.129187111,21-24,1976/1979,2000,91,-29889119.45,-1.219947994,-1.036955795,2450849.922,0.132239801,0.134135768,20.13963326,2000.112254,2020.251887
RGI60-17.05091,84,376258.3142,0.058583655,0.049796107,2283093.27,0.355503186,0.302198151,21-24,1976/1979,2000,95,418531.2243,0.067143987,0.057072389,1189918.68,0.190955189,0.162361899,20.09582675,2000.112254,2020.208081
RGI60-17.05092,90,-6222934.083,-0.487291178,-0.414197501,1713351.634,0.138519175,0.121317118,21-24,1976/1979,2000,81,-7603037.032,-0.607679207,-0.516527326,2385115.101,0.19541861,0.17006037,19.80768257,2000.112254,2019.919937
RGI60-17.05098,80,-20266930.37,-1.203606034,-1.023065129,2393130.477,0.165687744,0.158270599,21-24,1976/1979,2000,92,-22981993.16,-1.363917465,-1.159329845,2374234.26,0.170751597,0.166620116,20.09582675,2000.112254,2020.208081
RGI60-17.05128,84,15534213.01,1.267876108,1.077694692,2445512.476,0.218820669,0.200953057,21-24,1976/1979,2000,95,-10789214.71,-0.89315114,-0.759178469,1133495.043,0.113107009,0.110067579,20.09582675,2000.112254,2020.208081
RGI60-17.05130,67,-9700727.043,-0.311074525,-0.264413346,4314996.435,0.140107038,0.1205447,21-24,1976/1979,2000,95,-28595333.86,-0.917407206,-0.779796125,2164554.314,0.095030483,0.097747825,20.09582675,2000.112254,2020.208081
RGI60-17.05140,94,-3215185.681,-0.507960468,-0.431766398,1491842.838,0.238415978,0.204932574,21-24,1976/1979,2000,95,-1422520.556,-0.228672633,-0.194371738,764973.2083,0.124029312,0.106313973,20.09582675,2000.112254,2020.208081
RGI60-17.05167,85,-2278804.88,-0.22541427,-0.191602129,1978774.931,0.196383902,0.167473332,21-24,1976/1979,2000,95,-6042836.204,-0.580409136,-0.493347766,1274547.971,0.129115603,0.115140915,20.09582675,2000.112254,2020.208081
RGI60-17.05181,59,1172173150,0.968094176,0.82288005,38419574.26,0.075451416,0.086527884,21-24,1976/1979,2000,55,381186956.6,0.310391449,0.263832731,35291058.33,0.03615967,0.035937706,20.09582675,2000.112254,2020.208081
RGI60-17.05184,36,-288185680.9,-0.382265476,-0.324925654,32922786.61,0.051359534,0.04931398,21-24,1976/1979,2000,65,-1110986706,-1.483059729,-1.26060077,24755001.05,0.109952729,0.129045791,20.09582675,2000.112254,2020.208081
RGI60-17.05201,92,-5902369.033,-0.949368453,-0.806963185,1154925.117,0.197523628,0.177294785,21-24,1976/1979,2000,96,-1664723.911,-0.261517172,-0.222289596,942519.333,0.14921389,0.12779873,20.09582675,2000.112254,2020.208081
RGI60-17.05217,87,-949956.8276,-0.278984546,-0.237136864,636760.0907,0.18804216,0.160709959,21-24,1976/1979,2000,94,24015.10257,0.007144568,0.006072883,605316.5667,0.180084291,0.153072248,20.09582675,2000.112254,2020.208081
RGI60-17.05222,85,-27192520.15,-0.512310327,-0.435463778,11218526.29,0.214440534,0.184848152,21-24,1976/1979,2000,94,-71581813.91,-1.398094311,-1.188380164,6368625.009,0.158937087,0.159021616,19.80768257,2000.112254,2019.919937
